2.48815e+07	0.0001
2.73752e+07	0.0002
3.01189e+07	0.0002
3.31375e+07	0.0002
3.64587e+07	0.0003
4.01127e+07	0.0005
4.4133e+07	0.0008
4.85562e+07	0.0011
5.34227e+07	0.0016
5.8777e+07	0.0019
6.46679e+07	0.0029
7.11492e+07	0.0041
7.828e+07	0.0055
8.61256e+07	0.0068
9.47575e+07	0.009
1.04254e+08	0.0119
1.14703e+08	0.0151
1.26199e+08	0.0184
1.38848e+08	0.0232
1.52764e+08	0.0284
1.68074e+08	0.0329
1.84919e+08	0.039
2.03453e+08	0.0461
2.23844e+08	0.0551
2.46278e+08	0.0633
2.70961e+08	0.0716
2.98118e+08	0.0824
3.27997e+08	0.0918
3.6087e+08	0.1044
3.97038e+08	0.1183
4.36831e+08	0.1329
4.80612e+08	0.1476
5.28781e+08	0.1655
5.81778e+08	0.1831
6.40086e+08	0.2052
7.04238e+08	0.2289
7.7482e+08	0.2533
8.52476e+08	0.2809
9.37915e+08	0.3073
1.03192e+09	0.336
1.13534e+09	0.3665
1.24913e+09	0.3962
1.37432e+09	0.425
1.51206e+09	0.4583
1.66361e+09	0.4916
1.83034e+09	0.5207
2.01379e+09	0.5517
2.21562e+09	0.5836
2.43768e+09	0.6119
2.68199e+09	0.6413
2.95079e+09	0.6676
3.24653e+09	0.6942
3.57191e+09	0.7186
3.92991e+09	0.7433
4.32378e+09	0.7681
4.75712e+09	0.7888
5.2339e+09	0.8083
5.75847e+09	0.8279
6.33561e+09	0.8433
6.97059e+09	0.8585
7.66921e+09	0.8718
8.43785e+09	0.8846
9.28353e+09	0.8956
1.0214e+10	0.9059
1.12377e+10	0.9135
1.23639e+10	0.9213
1.36031e+10	0.929
1.49665e+10	0.9366
1.64665e+10	0.9424
1.81168e+10	0.9483
1.99326e+10	0.954
2.19303e+10	0.9583
2.41282e+10	0.9641
2.65465e+10	0.9678
2.92071e+10	0.971
3.21343e+10	0.9744
3.5355e+10	0.9781
3.88984e+10	0.981
4.2797e+10	0.9831
4.70863e+10	0.9865
5.18055e+10	0.9892
5.69976e+10	0.9902
6.27102e+10	0.9921
6.89953e+10	0.9934
7.59103e+10	0.9946
8.35183e+10	0.9956
9.18889e+10	0.9961
1.01098e+11	0.9966
1.11231e+11	0.9974
1.22379e+11	0.9978
1.34644e+11	0.9983
1.48139e+11	0.9989
1.62986e+11	0.9993
1.79321e+11	0.9994
1.97294e+11	0.9997
2.17067e+11	0.9997
2.38823e+11	0.9998
2.62759e+11	0.9999
2.89093e+11	0.9999
3.18067e+11	1
