1.60931e+09	0.0001
1.71674e+09	0.0001
1.83134e+09	0.0001
1.95359e+09	0.0001
2.084e+09	0.0001
2.22311e+09	0.0001
2.37152e+09	0.0005
2.52983e+09	0.0007
2.6987e+09	0.001
2.87885e+09	0.0011
3.07103e+09	0.0013
3.27604e+09	0.0021
3.49473e+09	0.003
3.72802e+09	0.004
3.97688e+09	0.005
4.24235e+09	0.0066
4.52555e+09	0.008
4.82765e+09	0.0094
5.14992e+09	0.0125
5.4937e+09	0.0149
5.86043e+09	0.0176
6.25164e+09	0.0212
6.66896e+09	0.0255
7.11414e+09	0.0292
7.58905e+09	0.036
8.09565e+09	0.0433
8.63607e+09	0.0511
9.21257e+09	0.059
9.82755e+09	0.066
1.04836e+10	0.0758
1.11834e+10	0.086
1.193e+10	0.0982
1.27263e+10	0.1115
1.35759e+10	0.127
1.44821e+10	0.1438
1.54489e+10	0.1602
1.64802e+10	0.1763
1.75803e+10	0.1938
1.87538e+10	0.2127
2.00057e+10	0.2338
2.13412e+10	0.2556
2.27658e+10	0.2821
2.42856e+10	0.3061
2.59067e+10	0.3302
2.76361e+10	0.3537
2.9481e+10	0.3796
3.1449e+10	0.4071
3.35483e+10	0.4346
3.57878e+10	0.4598
3.81768e+10	0.4855
4.07253e+10	0.5124
4.34439e+10	0.5409
4.6344e+10	0.5687
4.94376e+10	0.5982
5.27378e+10	0.6261
5.62583e+10	0.6525
6.00138e+10	0.6782
6.402e+10	0.705
6.82936e+10	0.7284
7.28526e+10	0.7547
7.77158e+10	0.7777
8.29037e+10	0.7979
8.84379e+10	0.8176
9.43415e+10	0.837
1.00639e+11	0.8537
1.07357e+11	0.8691
1.14524e+11	0.8849
1.22169e+11	0.8973
1.30324e+11	0.9107
1.39024e+11	0.9203
1.48304e+11	0.9294
1.58204e+11	0.9376
1.68765e+11	0.9456
1.80031e+11	0.9533
1.92049e+11	0.9591
2.04869e+11	0.9643
2.18545e+11	0.9698
2.33134e+11	0.9744
2.48697e+11	0.9783
2.65299e+11	0.9818
2.83008e+11	0.9837
3.01901e+11	0.986
3.22054e+11	0.9888
3.43552e+11	0.9911
3.66486e+11	0.9923
3.90951e+11	0.9938
4.17048e+11	0.9945
4.44888e+11	0.9951
4.74586e+11	0.9964
5.06267e+11	0.9974
5.40063e+11	0.9977
5.76115e+11	0.9981
6.14573e+11	0.9987
6.55598e+11	0.9991
6.99363e+11	0.9992
7.46048e+11	0.9993
7.9585e+11	0.9995
8.48977e+11	0.9996
9.0565e+11	0.9999
9.66106e+11	1
