1.76705e+10	0.001
1.83098e+10	0.002
1.89723e+10	0.002
1.96587e+10	0.008
2.037e+10	0.012
2.1107e+10	0.025
2.18706e+10	0.034
2.26619e+10	0.046
2.34818e+10	0.058
2.43314e+10	0.066
2.52117e+10	0.082
2.61239e+10	0.099
2.7069e+10	0.114
2.80484e+10	0.139
2.90632e+10	0.168
3.01147e+10	0.207
3.12043e+10	0.236
3.23332e+10	0.276
3.35031e+10	0.311
3.47152e+10	0.349
3.59712e+10	0.375
3.72726e+10	0.393
3.86212e+10	0.411
4.00185e+10	0.433
4.14664e+10	0.456
4.29666e+10	0.48
4.45212e+10	0.505
4.6132e+10	0.531
4.7801e+10	0.557
4.95305e+10	0.59
5.13225e+10	0.624
5.31794e+10	0.64
5.51034e+10	0.67
5.70971e+10	0.691
5.91628e+10	0.713
6.13034e+10	0.738
6.35213e+10	0.749
6.58196e+10	0.764
6.82009e+10	0.773
7.06684e+10	0.794
7.32252e+10	0.812
7.58745e+10	0.828
7.86197e+10	0.843
8.14642e+10	0.853
8.44116e+10	0.869
8.74656e+10	0.883
9.06301e+10	0.894
9.39091e+10	0.9
9.73068e+10	0.903
1.00827e+11	0.914
1.04475e+11	0.921
1.08255e+11	0.928
1.12172e+11	0.937
1.1623e+11	0.945
1.20436e+11	0.949
1.24793e+11	0.955
1.29308e+11	0.96
1.33986e+11	0.966
1.38834e+11	0.969
1.43857e+11	0.974
1.49062e+11	0.977
1.54455e+11	0.98
1.60043e+11	0.98
1.65834e+11	0.98
1.71833e+11	0.981
1.7805e+11	0.983
1.84492e+11	0.985
1.91167e+11	0.986
1.98084e+11	0.987
2.05251e+11	0.987
2.12677e+11	0.987
2.20371e+11	0.989
2.28344e+11	0.99
2.36606e+11	0.992
2.45166e+11	0.992
2.54036e+11	0.992
2.63228e+11	0.992
2.72751e+11	0.992
2.82619e+11	0.992
2.92845e+11	0.992
3.0344e+11	0.992
3.14418e+11	0.992
3.25794e+11	0.992
3.37581e+11	0.992
3.49795e+11	0.992
3.62451e+11	0.992
3.75564e+11	0.992
3.89152e+11	0.993
4.03232e+11	0.993
4.17821e+11	0.994
4.32938e+11	0.994
4.48602e+11	0.996
4.64832e+11	0.997
4.8165e+11	0.998
4.99076e+11	0.998
5.17133e+11	0.998
5.35843e+11	0.999
5.55229e+11	0.999
5.75318e+11	0.999
5.96133e+11	0.999
