4322.24	0.0001
5133.04	0.0008
6095.94	0.0013
7239.47	0.0021
8597.51	0.0036
10210.3	0.0064
12125.6	0.011
14400.3	0.0167
17101.6	0.0248
20309.6	0.0352
24119.5	0.047
28644	0.0642
34017.3	0.0841
40398.5	0.1028
47976.8	0.1298
56976.7	0.1557
67664.8	0.1863
80358	0.2164
95432.2	0.2512
113334	0.2855
134594	0.3234
159843	0.3608
189827	0.4012
225436	0.439
267726	0.4777
317948	0.5143
377591	0.5466
448423	0.5743
532542	0.6019
632440	0.6305
751079	0.6606
891972	0.6847
1.0593e+06	0.7079
1.25801e+06	0.7298
1.49399e+06	0.7512
1.77425e+06	0.7722
2.10708e+06	0.791
2.50234e+06	0.8065
2.97175e+06	0.8224
3.52922e+06	0.8357
4.19126e+06	0.8489
4.97749e+06	0.8608
5.9112e+06	0.8697
7.02008e+06	0.8791
8.33696e+06	0.8876
9.90087e+06	0.8972
1.17582e+07	0.9064
1.39639e+07	0.9149
1.65833e+07	0.9218
1.96941e+07	0.9288
2.33885e+07	0.9371
2.77759e+07	0.9424
3.29864e+07	0.947
3.91742e+07	0.9503
4.65229e+07	0.9548
5.525e+07	0.959
6.56143e+07	0.9627
7.79227e+07	0.9651
9.25401e+07	0.9689
1.099e+08	0.9717
1.30515e+08	0.9738
1.54999e+08	0.9765
1.84074e+08	0.9789
2.18605e+08	0.9807
2.59612e+08	0.9827
3.08312e+08	0.9841
3.66148e+08	0.9859
4.34833e+08	0.9878
5.16403e+08	0.9899
6.13274e+08	0.9915
7.28317e+08	0.9928
8.64941e+08	0.9938
1.02719e+09	0.9947
1.21988e+09	0.9954
1.44872e+09	0.996
1.72048e+09	0.9963
2.04322e+09	0.9973
2.42651e+09	0.9975
2.88169e+09	0.9977
3.42226e+09	0.9983
4.06424e+09	0.9987
4.82664e+09	0.999
5.73206e+09	0.9993
6.80733e+09	0.9993
8.08431e+09	0.9993
9.60083e+09	0.9995
1.14018e+10	0.9996
1.35407e+10	0.9996
1.60807e+10	0.9996
1.90973e+10	0.9997
2.26797e+10	0.9997
2.69342e+10	0.9997
3.19867e+10	0.9997
3.79871e+10	0.9998
4.5113e+10	0.9998
5.35756e+10	0.9999
6.36258e+10	0.9999
7.55613e+10	0.9999
8.97357e+10	0.9999
1.06569e+11	0.9999
