2442.35	0.0001
2915.91	0.0013
3481.3	0.0047
4156.31	0.0123
4962.21	0.0265
5924.37	0.0449
7073.08	0.0714
8444.53	0.1049
10081.9	0.1427
12036.8	0.1816
14370.6	0.2236
17157.1	0.2698
20483.8	0.3139
24455.5	0.3591
29197.4	0.4016
34858.6	0.4429
41617.6	0.4846
49687.2	0.5229
59321.3	0.5621
70823.6	0.5975
84556.1	0.6264
100951	0.6577
120525	0.6829
143895	0.7105
171796	0.7348
205106	0.7584
244876	0.7785
292356	0.7946
349043	0.8113
416722	0.8277
497523	0.8413
593991	0.8534
709164	0.8655
846669	0.876
1.01084e+06	0.8872
1.20683e+06	0.8978
1.44084e+06	0.9056
1.72021e+06	0.913
2.05375e+06	0.9197
2.45197e+06	0.9268
2.9274e+06	0.9326
3.49501e+06	0.9377
4.17268e+06	0.9433
4.98175e+06	0.9471
5.9477e+06	0.9512
7.10094e+06	0.9544
8.47779e+06	0.958
1.01216e+07	0.9626
1.20842e+07	0.9669
1.44272e+07	0.9699
1.72246e+07	0.972
2.05645e+07	0.9747
2.45518e+07	0.9768
2.93124e+07	0.9787
3.49959e+07	0.9802
4.17816e+07	0.9825
4.98829e+07	0.9843
5.9555e+07	0.9858
7.11025e+07	0.987
8.48891e+07	0.9875
1.01349e+08	0.9887
1.21e+08	0.9896
1.44462e+08	0.9908
1.72472e+08	0.9915
2.05914e+08	0.9928
2.4584e+08	0.9935
2.93508e+08	0.9943
3.50418e+08	0.9945
4.18363e+08	0.9951
4.99483e+08	0.9954
5.96331e+08	0.9957
7.11958e+08	0.9963
8.50004e+08	0.9965
1.01482e+09	0.9968
1.21159e+09	0.997
1.44651e+09	0.9974
1.72698e+09	0.9975
2.06184e+09	0.9978
2.46163e+09	0.998
2.93893e+09	0.9982
3.50878e+09	0.9984
4.18912e+09	0.9986
5.00138e+09	0.9987
5.97113e+09	0.9988
7.12891e+09	0.9989
8.51119e+09	0.999
1.01615e+10	0.9993
1.21318e+10	0.9994
1.44841e+10	0.9994
1.72925e+10	0.9997
2.06455e+10	0.9998
2.46485e+10	0.9998
2.94278e+10	0.9999
3.51338e+10	0.9999
4.19461e+10	0.9999
5.00794e+10	0.9999
5.97896e+10	0.9999
7.13826e+10	0.9999
8.52235e+10	0.9999
1.01748e+11	1
